2109	5	2789
5620	8	8373
5053	8	3992
6658	5	4126
5159	11	3621
1202	4	6801
389	1	8253
3206	11	6981
302	4	6805
5190	7	4148
5176	11	8373
5189	7	8349
8234	10	6801
6670	5	2578
1874	1	8265
742	4	6801
2921	3	6840
73	4	6801
2728	6	6166
5386	8	2101
7440	10	6805
8017	6	3024
5130	8	4916
7242	9	6833
5944	1	8244
7003	9	6838
6104	4	6801
4671	3	6833
4038	6	3122
4275	6	6166
1136	4	6801
8047	10	6807
2954	11	4127
7768	10	6802
5753	11	1986
5263	11	4894
1090	2	8070
3335	11	4745
7186	9	6838
6925	6	3495
7959	9	6833
8608	5	2510
3214	11	7615
7643	9	6838
7326	9	6838
1213	2	6984
3439	3	6833
6894	9	6838
1997	0	2103
6126	4	6801
3405	1	8250
6166	8	4067
6638	5	4124
3345	2	7425
5504	7	4148
1413	4	6801
2390	8	3660
6094	4	6801
6028	3	6833
7312	9	6827
5516	8	6303
651	3	6837
8672	0	3917
388	2	7808
1116	4	6801
8428	0	3917
2589	6	3435
7451	6	5608
4996	7	2827
4285	6	6166
4972	7	2827
5077	8	9025
8887	6	5586
4728	0	4293
4634	6	6166
2815	6	3540
8470	5	2491
658	1	8300
6042	2	7855
4153	6	3191
865	3	6837
47	4	6801
5226	7	4148
1584	2	8113
3565	11	3662
95	4	6801
5898	11	4722
4163	11	6761
2319	8	3963
2873	11	6823
8395	0	3917
560	1	8270
5129	11	3998
1396	2	7029
1529	4	6805
1261	2	7171
1582	1	8282
1321	2	7948
5728	11	4691
975	3	6837
1479	0	2564
6972	9	6838
5559	8	4043
3800	6	6166
3047	11	6981
5483	7	27
7834	10	6802
3029	3	6837
1469	1	8317
3879	5	2688
6245	8	4209
8017	6	3338
3848	5	2636
652	4	6801
1720	2	7250
445	1	8253
98	3	6837
765	4	6801
256	3	6837
1102	2	8234
2875	11	8891
7823	9	6838
7172	9	6827
817	4	6801
6166	11	2703
7384	9	6827
446	4	6805
2990	2	7826
2840	3	6837
787	4	6801
2779	6	1434
271	1	8291
6166	11	2796
2163	0	4260
4076	6	6166
1722	1	8305
6015	0	6833
5039	8	6737
4645	1	8241
3634	6	3487
4044	5	2773
1251	2	8110
7641	9	6827
6111	4	6801
6545	8	4064
4160	11	2101
7759	9	6840
7420	9	6838
8704	0	3917
3585	5	2688
828	4	6801
6067	4	6801
1107	2	7092
8084	9	6838
1182	2	6956
1883	4	6812
3183	11	7678
6249	8	7995
3270	3	6833
5017	7	4148
553	1	8317
4325	8	3690
5353	8	4888
934	1	8317
5546	11	7451
8137	10	6805
3484	11	7236
1542	3	6833
7731	9	6838
5845	8	3769
1126	2	6965
8051	9	6833
4777	5	2731
5112	7	2827
5834	11	4757
784	4	6801
2651	6	6166
98	1	8310
4369	11	4056
2140	5	2688
439	4	6801
1723	2	7985
5875	11	3891
3990	5	2652
126	11	8373
6641	5	2706
68	4	6801
1058	3	6833
818	3	6833
5016	7	2827
2841	4	6802
8000	9	6838
8599	5	2495
807	2	7638
1241	1	8256
2482	6	3391
8851	6	3412
915	3	6833
7975	9	6838
7181	9	6838
1235	4	6801
5842	11	4139
3260	2	8047
7797	10	6802
7525	10	6802
3408	11	2807
3316	11	2539
2594	0	6493
5978	3	6833
8391	5	2653
3508	3	6841
6450	11	7090
8478	5	2779
7706	10	6802
7375	10	6805
6022	1	8315
8343	6	6421
5031	8	4844
5150	7	4148
4937	8	8813
1419	1	8264
7777	9	6838
850	3	6833
5704	0	8818
5244	7	4148
108	4	6801
4693	6	6166
2845	3	6833
1536	2	7067
1486	2	7177
3124	2	6901
8358	6	3154
7982	9	6838
6264	4	6805
1989	5	2668
7497	9	6827
1353	1	8317
4948	8	4929
8510	0	3917
7729	9	6837
8962	5	2765
4647	11	7238
4253	6	3113
8942	6	6166
4109	6	3197
401	3	6837
866	2	7067
3324	11	6526
6166	11	4856
979	4	6815
6593	6	2949
9039	11	3664
3045	0	8373
7309	9	6841
496	1	8272
2558	6	6426
871	4	6801
7601	6	3117
1430	4	6812
2588	6	3411
606	4	6805
7745	10	6805
6698	5	2748
7241	10	6807
4071	6	5820
1667	4	6801
6967	9	6838
3140	2	7771
7489	10	6805
37	3	6833
1800	4	6805
7830	10	6807
3123	2	6979
1516	2	7908
3259	2	7039
757	4	6801
1481	2	7638
7759	10	6805
4937	8	8809
1479	0	2182
6957	10	6802
565	4	6801
8947	5	2688
7440	9	6822
249	4	6801
1469	3	6833
1030	4	6801
5536	7	2827
9057	8	1985
4937	8	4866
1512	1	8310
6420	11	3978
541	4	6801
9052	11	3931
2857	11	2722
4965	7	2827
6240	1	8264
7822	9	6838
3405	2	7728
1622	1	8288
1534	3	6840
6193	11	2081
1394	4	6801
4736	11	1925
2688	6	6344
5	8	3704
1700	4	6801
450	3	6840
5825	8	3912
7482	9	6838
5635	7	2827
5238	8	4619
4281	6	6166
6843	6	3162
4006	6	2272
3057	11	7317
7104	9	6838
7362	6	2878
6221	0	7609
3508	2	7028
2215	8	3704
1530	4	6805
7145	9	6838
718	0	4195
8220	9	6838
7564	10	6802
443	3	6833
6702	6	3011
6149	1	8297
304	4	6801
730	4	6801
7699	10	6801
105	2	7066
8825	6	6166
119	2	7063
8350	6	2906
8897	6	6543
522	4	6801
1128	3	6840
8980	5	2688
8777	5	2687
5515	7	2827
8558	0	8373
184	3	6833
5675	7	4148
4678	3	6833
4667	7	2827
5918	11	4056
1736	1	8247
3575	11	6525
5087	7	4148
3079	1	8313
6166	8	4187
3403	11	6981
8987	5	2688
6762	5	2765
6461	11	4137
6649	5	2476
7926	9	6838
7505	9	6838
7177	9	6833
6547	11	2066
2550	6	3469
4127	6	3275
5581	7	2827
1712	3	6837
5161	7	2827
6723	5	2828
6595	5	2677
4940	7	4148
6538	11	8995
6166	11	4254
5794	11	6501
1994	5	2600
4373	11	4722
8901	6	3089
5986	4	6801
7455	9	6838
6107	4	6801
3318	1	8317
6216	8	8869
1397	4	6806
8402	5	2544
7615	6	2957
8543	5	2748
767	4	6801
3784	0	2152
6334	11	2778
7498	9	6827
7856	9	6833
5365	8	1950
4567	11	8977
5869	11	4911
4225	6	6166
7406	6	2995
2924	3	6837
562	4	6805
5845	8	2106
797	3	6830
5979	3	6833
6388	8	8318
4872	6	6166
870	3	6833
1369	1	8315
118	2	7993
8915	0	2040
6180	11	4114
4664	3	6837
3142	1	8259
214	3	6840
5496	11	2202
3191	11	4038
613	1	8259
1638	8	1926
7770	9	6838
111	2	6943
4806	0	4247
1178	4	6803
1523	0	4243
7105	10	6807
1858	4	6806
8357	6	3013
5777	11	4895
5326	7	4148
2564	0	2182
6867	9	6838
6940	9	6840
197	1	8264
6541	11	4722
6887	9	6838
3254	11	4127
8603	5	2495
8592	5	2622
7655	9	6838
5652	11	2684
4829	5	2688
8338	6	5380
5125	7	2827
3075	2	7804
5398	7	2688
793	4	6801
1657	3	6833
157	2	7413
492	11	8234
8946	6	2327
4398	11	4722
922	1	8267
614	4	6806
5278	7	2827
4168	11	3931
3099	4	6802
2124	5	2478
7837	9	6838
2440	8	2147
5854	8	8946
8210	9	6838
377	2	7768
8017	9	6838
8745	0	3917
1761	3	6837
1195	4	6801
5468	11	3736
5614	7	2827
5141	7	2827
1453	3	6833
6950	9	6838
2269	11	8866
3410	11	8046
5214	7	2827
3446	0	6840
5182	7	2827
1706	4	6801
2408	8	2795
7473	9	6827
8159	10	6802
1746	2	6877
4421	11	4722
7893	6	5883
7682	9	6838
1714	4	6805
8884	6	3073
3055	4	6807
5418	7	4148
5622	11	3702
1791	2	7974
1434	11	2779
7106	9	6838
2334	8	1987
5345	7	2827
7726	10	6805
5973	3	6833
1098	2	6965
7944	9	6819
8122	9	6838
8955	5	2688
2348	8	1959
1360	1	8253
7710	9	6837
7744	9	6838
974	3	6840
881	4	6801
8858	6	5795
6166	11	8871
8663	0	3917
4840	0	3883
6280	8	2100
6166	11	4717
1192	4	6812
1061	3	6837
5030	8	6836
1535	3	6840
7903	10	6802
1003	4	6803
2261	11	6782
3484	11	8357
8111	9	6838
9044	8	3704
1718	2	8055
8597	5	2657
965	1	8264
8468	0	3917
6797	8	2656
3883	6	6166
1815	2	6970
6283	8	3978
825	3	6840
3141	2	7804
3983	6	2426
3888	6	6058
1327	2	7634
3488	11	4071
1465	4	6805
3011	11	6578
311	4	6801
7905	9	6838
875	3	6840
7599	9	6841
4115	6	6336
2992	11	4279
49	3	6840
1329	3	6833
3899	6	309
6631	5	2765
6166	11	4244
3486	2	7992
3565	8	6953
4949	11	8850
6548	11	2693
4774	0	3883
9057	8	2029
7438	9	6838
2273	11	2027
7615	6	2882
5105	7	4148
7714	10	6802
171	4	6801
2939	3	6833
2352	8	1977
8566	5	2574
2483	6	5380
8578	5	2752
893	3	6837
6549	11	4722
5257	8	8854
784	3	6833
7445	10	6806
6341	0	8818
1163	4	6805
3172	4	6805
8594	0	8376
4476	11	8977
104	2	7301
3216	3	6840
5222	7	2827
4359	11	9011
7887	9	6846
8344	6	3095
7619	9	6841
6063	4	6805
6251	11	4059
1044	4	6801
4408	11	8977
5645	11	3702
3679	5	2667
8885	6	3174
4596	11	8977
77	2	7572
2493	6	6166
3162	11	8994
398	4	6801
7163	9	6838
8875	0	7609
1706	1	8317
